Timestamp,League,Match,Market,Selection,Value Limit,Steam %,Steam Score,Strength,Kickoff Hours,Matchup ID,,,,,,,,,,,,,,,Entry Odds
21/06/2026 14:07:03,Argentina - Primera B Nacional,Guemes vs Gimnasia Jujuy,spread,home 0.0,"1,987","17,82",100,ELITE,"7,9",1631929851,,,,,,,,,,,,,,,"1,775"
21/06/2026 14:07:15,Argentina - Primera B Nacional,Central Norte Salta vs Godoy Cruz,spread,home 0.0,"1,909","16,26","91,5",ELITE,"7,4",1631929850,,,,,,,,,,,,,,,"1,725"
21/06/2026 14:07:17,Argentina - Primera B Nacional,Central Norte Salta vs Godoy Cruz,spread,home 0.0,"1,909","16,26","91,5",ELITE,"7,4",1631929850,,,,,,,,,,,,,,,"1,725"
21/06/2026 14:07:19,Argentina - Primera B Nacional,Central Norte Salta vs Godoy Cruz,spread,home 0.0,"1,909","16,26","91,5",ELITE,"7,4",1631929850,,,,,,,,,,,,,,,"1,725"
21/06/2026 14:07:42,Norway - 1st Division,Strommen vs Stabaek,spread,away -1.0,"1,925","12,75","86,1",ELITE,"1,9",1631904374,,,,,,,,,,,,,,,"1,806"
21/06/2026 14:07:42,Norway - 1st Division,Strommen vs Stabaek,spread,away -1.0,"1,925","12,75","86,1",ELITE,"1,9",1631904374,,,,,,,,,,,,,,,"1,806"
21/06/2026 14:07:46,Norway - 1st Division,Strommen vs Stabaek,spread,away -1.0,"1,925","12,75","86,1",ELITE,"1,9",1631904374,,,,,,,,,,,,,,,"1,806"
21/06/2026 14:08:37,Sweden - Superettan,Brage vs Varnamo,spread,home -0.5,"1,867","10,35","78,6",HIGH,"0,9",1631929197,,,,,,,,,,,,,,,"1,775"
21/06/2026 14:08:37,Sweden - Superettan,Brage vs Varnamo,spread,away 0.5,"1,842","10,25","77,8",HIGH,"0,9",1631929197,,,,,,,,,,,,,,,"1,752"
21/06/2026 14:08:39,Sweden - Superettan,Brage vs Varnamo,spread,home -0.5,"1,867","10,35","78,6",HIGH,"0,9",1631929197,,,,,,,,,,,,,,,"1,775"
21/06/2026 14:08:42,Sweden - Superettan,Norrby vs Nordic United,spread,home 0.0,"1,925","12,75","71,7",HIGH,"2,9",1631929371,,,,,,,,,,,,,,,"1,806"
21/06/2026 14:08:45,Sweden - Superettan,Norrby vs Nordic United,spread,home 0.0,"1,925","12,75","71,7",HIGH,"2,9",1631929371,,,,,,,,,,,,,,,"1,806"
21/06/2026 14:09:17,Iceland - Premier League,Fram Reykjavik vs Vikingur Reykjavik,spread,away -0.5,"1,949","12,3","79,5",HIGH,"8,1",1631762781,,,,,,,,,,,,,,,"1,833"
21/06/2026 14:09:17,Iceland - Premier League,Fram Reykjavik vs Vikingur Reykjavik,spread,away -0.5,"1,949","12,3","79,5",HIGH,"8,1",1631762781,,,,,,,,,,,,,,,"1,833"
21/06/2026 14:09:18,Iceland - Premier League,Fram Reykjavik vs Vikingur Reykjavik,spread,away -0.5,"1,949","12,3","79,5",HIGH,"8,1",1631762781,,,,,,,,,,,,,,,"1,833"
21/06/2026 14:13:08,Argentina - Primera B Nacional,Guemes vs Gimnasia Jujuy,spread,away -0.0,"1,814","12,04","67,7",MEDIUM,"7,8",1631929851,,,,,,,,,,,,,,,"1,709"
21/06/2026 14:13:09,Argentina - Primera B Nacional,Guemes vs Gimnasia Jujuy,spread,away -0.0,"1,814","12,04","67,7",MEDIUM,"7,8",1631929851,,,,,,,,,,,,,,,"1,709"
21/06/2026 14:13:09,Argentina - Primera B Nacional,Guemes vs Gimnasia Jujuy,spread,away -0.0,"1,814","12,04","67,7",MEDIUM,"7,8",1631929851,,,,,,,,,,,,,,,"1,709"
21/06/2026 14:14:43,Sweden - Superettan,Brage vs Varnamo,spread,away 0.5,"1,842","10,25","77,8",HIGH,"0,8",1631929197,,,,,,,,,,,,,,,"1,752"
21/06/2026 14:14:44,Sweden - Superettan,Brage vs Varnamo,spread,home -0.5,"1,867","10,35","78,6",HIGH,"0,8",1631929197,,,,,,,,,,,,,,,"1,775"
21/06/2026 14:14:48,Sweden - Superettan,Brage vs Varnamo,spread,away 0.5,"1,842","10,25","77,8",HIGH,"0,8",1631929197,,,,,,,,,,,,,,,"1,752"
21/06/2026 14:14:49,Sweden - Superettan,Norrby vs Nordic United,spread,home 0.0,"1,925","12,75","71,7",HIGH,"2,8",1631929371,,,,,,,,,,,,,,,"1,806"
21/06/2026 14:19:03,Brazil - Serie B,Sao Bernardo vs Juventude,spread,away -0.0,"1,987","12,99","73,1",HIGH,"7,7",1631929349,,,,,,,,,,,,,,,"1,862"
21/06/2026 14:19:03,Brazil - Serie B,Sao Bernardo vs Juventude,spread,away -0.0,"1,987","12,99","73,1",HIGH,"7,7",1631929349,,,,,,,,,,,,,,,"1,862"
21/06/2026 14:19:04,Brazil - Serie B,Sao Bernardo vs Juventude,spread,away -0.0,"1,987","12,99","73,1",HIGH,"7,7",1631929349,,,,,,,,,,,,,,,"1,862"
21/06/2026 14:19:11,Argentina - Primera B Nacional,Guemes vs Gimnasia Jujuy,spread,home 0.0,"1,987","17,82",100,ELITE,"7,7",1631929851,,,,,,,,,,,,,,,"1,775"
21/06/2026 14:19:12,Argentina - Primera B Nacional,Guemes vs Gimnasia Jujuy,spread,home 0.0,"1,987","17,82",100,ELITE,"7,7",1631929851,,,,,,,,,,,,,,,"1,775"
21/06/2026 14:19:12,Argentina - Primera B Nacional,Guemes vs Gimnasia Jujuy,spread,home 0.0,"1,987","17,82",100,ELITE,"7,7",1631929851,,,,,,,,,,,,,,,"1,775"
21/06/2026 14:19:48,Norway - 1st Division,Strommen vs Stabaek,spread,away -1.0,"1,925","12,75","86,1",ELITE,"1,7",1631904374,,,,,,,,,,,,,,,"1,806"
21/06/2026 14:19:48,Norway - 1st Division,Strommen vs Stabaek,spread,away -1.0,"1,925","12,75","86,1",ELITE,"1,7",1631904374,,,,,,,,,,,,,,,"1,806"
21/06/2026 14:19:49,Norway - 1st Division,Strommen vs Stabaek,spread,away -1.0,"1,925","12,75","86,1",ELITE,"1,7",1631904374,,,,,,,,,,,,,,,"1,806"
21/06/2026 14:20:48,Sweden - Superettan,Brage vs Varnamo,spread,away 0.5,"1,842","10,25","77,8",HIGH,"0,7",1631929197,,,,,,,,,,,,,,,"1,752"
21/06/2026 14:20:48,Sweden - Superettan,Brage vs Varnamo,spread,home -0.5,"1,867","10,35","78,6",HIGH,"0,7",1631929197,,,,,,,,,,,,,,,"1,775"
21/06/2026 14:20:52,Sweden - Superettan,Brage vs Varnamo,spread,home -0.5,"1,867","10,35","78,6",HIGH,"0,7",1631929197,,,,,,,,,,,,,,,"1,775"
21/06/2026 14:20:54,Sweden - Superettan,Norrby vs Nordic United,spread,home 0.0,"1,925","12,75","71,7",HIGH,"2,7",1631929371,,,,,,,,,,,,,,,"1,806"
21/06/2026 14:20:59,Sweden - Superettan,Norrby vs Nordic United,spread,home 0.0,"1,925","12,75","71,7",HIGH,"2,7",1631929371,,,,,,,,,,,,,,,"1,806"
21/06/2026 14:21:24,Iceland - Premier League,Fram Reykjavik vs Vikingur Reykjavik,spread,away -0.5,"1,949","12,3","79,5",HIGH,"7,9",1631762781,,,,,,,,,,,,,,,"1,833"
21/06/2026 14:21:25,Iceland - Premier League,Fram Reykjavik vs Vikingur Reykjavik,spread,away -0.5,"1,949","12,3","79,5",HIGH,"7,9",1631762781,,,,,,,,,,,,,,,"1,833"
21/06/2026 14:25:40,Argentina - Primera B Nacional,Guemes vs Gimnasia Jujuy,spread,away -0.0,"1,814","12,04","67,7",MEDIUM,"7,6",1631929851,,,,,,,,,,,,,,,"1,709"
21/06/2026 14:25:41,Argentina - Primera B Nacional,Guemes vs Gimnasia Jujuy,spread,away -0.0,"1,814","12,04","67,7",MEDIUM,"7,6",1631929851,,,,,,,,,,,,,,,"1,709"
21/06/2026 14:25:44,Argentina - Primera B Nacional,Guemes vs Gimnasia Jujuy,spread,away -0.0,"1,814","12,04","67,7",MEDIUM,"7,6",1631929851,,,,,,,,,,,,,,,"1,709"
21/06/2026 14:26:16,Sweden - Superettan,Helsingborgs vs Sundsvall,spread,home -0.5,"1,808","10,33","78,4",HIGH,"0,6",1631929338,,,,,,,,,,,,,,,"1,719"
21/06/2026 14:26:19,Sweden - Superettan,Brage vs Varnamo,spread,away 0.5,"1,842","10,25","77,8",HIGH,"0,6",1631929197,,,,,,,,,,,,,,,"1,752"
21/06/2026 14:26:20,Sweden - Superettan,Helsingborgs vs Sundsvall,spread,home -0.5,"1,808","10,33","78,4",HIGH,"0,6",1631929338,,,,,,,,,,,,,,,"1,719"
21/06/2026 14:26:22,Sweden - Superettan,Helsingborgs vs Sundsvall,spread,home -0.5,"1,808","10,33","78,4",HIGH,"0,6",1631929338,,,,,,,,,,,,,,,"1,719"
21/06/2026 14:26:22,Sweden - Superettan,Brage vs Varnamo,spread,away 0.5,"1,842","10,25","77,8",HIGH,"0,6",1631929197,,,,,,,,,,,,,,,"1,752"
21/06/2026 14:26:25,Sweden - Superettan,Brage vs Varnamo,spread,home -0.5,"1,867","10,35","78,6",HIGH,"0,6",1631929197,,,,,,,,,,,,,,,"1,775"
21/06/2026 14:26:30,Sweden - Superettan,Norrby vs Nordic United,spread,home 0.0,"1,925","12,75","71,7",HIGH,"2,6",1631929371,,,,,,,,,,,,,,,"1,806"
21/06/2026 14:26:37,Iceland - Premier League,Fram Reykjavik vs Vikingur Reykjavik,spread,away -0.5,"1,949","12,3","79,5",HIGH,"7,8",1631762781,,,,,,,,,,,,,,,"1,833"
21/06/2026 14:31:26,Brazil - Serie B,Sao Bernardo vs Juventude,spread,away -0.0,"1,987","12,99","73,1",HIGH,"7,5",1631929349,,,,,,,,,,,,,,,"1,862"
21/06/2026 14:31:26,Brazil - Serie B,Sao Bernardo vs Juventude,spread,away -0.0,"1,987","12,99","73,1",HIGH,"7,5",1631929349,,,,,,,,,,,,,,,"1,862"
21/06/2026 14:31:28,Brazil - Serie B,Sao Bernardo vs Juventude,spread,away -0.0,"1,987","12,99","73,1",HIGH,"7,5",1631929349,,,,,,,,,,,,,,,"1,862"
21/06/2026 14:31:58,Argentina - Primera B Nacional,Guemes vs Gimnasia Jujuy,spread,home 0.0,"1,987","17,82",100,ELITE,"7,5",1631929851,,,,,,,,,,,,,,,"1,775"
21/06/2026 14:31:58,Argentina - Primera B Nacional,Guemes vs Gimnasia Jujuy,spread,home 0.0,"1,987","17,82",100,ELITE,"7,5",1631929851,,,,,,,,,,,,,,,"1,775"
21/06/2026 14:32:00,Argentina - Primera B Nacional,Guemes vs Gimnasia Jujuy,spread,home 0.0,"1,987","17,82",100,ELITE,"7,5",1631929851,,,,,,,,,,,,,,,"1,775"
21/06/2026 14:32:02,Argentina - Primera B Nacional,Central Norte Salta vs Godoy Cruz,spread,home 0.0,"1,909","16,26","91,5",ELITE,7,1631929850,,,,,,,,,,,,,,,"1,725"
21/06/2026 14:32:05,Argentina - Primera B Nacional,Central Norte Salta vs Godoy Cruz,spread,home 0.0,"1,909","16,26","91,5",ELITE,7,1631929850,,,,,,,,,,,,,,,"1,725"
21/06/2026 14:32:07,Argentina - Primera B Nacional,Central Norte Salta vs Godoy Cruz,spread,home 0.0,"1,909","16,26","91,5",ELITE,7,1631929850,,,,,,,,,,,,,,,"1,725"
21/06/2026 14:32:21,Sweden - Superettan,Norrby vs Nordic United,spread,home 0.0,"1,925","12,75","71,7",HIGH,"2,5",1631929371,,,,,,,,,,,,,,,"1,806"
21/06/2026 14:32:25,Sweden - Superettan,Brage vs Varnamo,spread,away 0.5,"1,842","10,25","77,8",HIGH,"0,5",1631929197,,,,,,,,,,,,,,,"1,752"
21/06/2026 14:32:28,Sweden - Superettan,Brage vs Varnamo,spread,home -0.5,"1,867","10,35","78,6",HIGH,"0,5",1631929197,,,,,,,,,,,,,,,"1,775"
21/06/2026 14:32:29,Sweden - Superettan,Brage vs Varnamo,spread,home -0.5,"1,867","10,35","78,6",HIGH,"0,5",1631929197,,,,,,,,,,,,,,,"1,775"
21/06/2026 14:32:42,Iceland - Premier League,Fram Reykjavik vs Vikingur Reykjavik,spread,away -0.5,"1,949","12,3","79,5",HIGH,"7,7",1631762781,,,,,,,,,,,,,,,"1,833"
21/06/2026 14:32:46,Iceland - Premier League,Fram Reykjavik vs Vikingur Reykjavik,spread,away -0.5,"1,949","12,3","79,5",HIGH,"7,7",1631762781,,,,,,,,,,,,,,,"1,833"
21/06/2026 14:33:04,Norway - 1st Division,Strommen vs Stabaek,spread,away -1.0,"1,925","12,75","86,1",ELITE,"1,5",1631904374,,,,,,,,,,,,,,,"1,806"
21/06/2026 14:33:06,Norway - 1st Division,Strommen vs Stabaek,spread,away -1.0,"1,925","12,75","86,1",ELITE,"1,5",1631904374,,,,,,,,,,,,,,,"1,806"
21/06/2026 14:33:07,Norway - 1st Division,Strommen vs Stabaek,spread,away -1.0,"1,925","12,75","86,1",ELITE,"1,5",1631904374,,,,,,,,,,,,,,,"1,806"
21/06/2026 14:37:53,Argentina - Primera B Nacional,Guemes vs Gimnasia Jujuy,spread,away -0.0,"1,814","12,04","67,7",MEDIUM,"7,4",1631929851,,,,,,,,,,,,,,,"1,709"
21/06/2026 14:37:55,Argentina - Primera B Nacional,Guemes vs Gimnasia Jujuy,spread,away -0.0,"1,814","12,04","67,7",MEDIUM,"7,4",1631929851,,,,,,,,,,,,,,,"1,709"
21/06/2026 14:37:55,Argentina - Primera B Nacional,Guemes vs Gimnasia Jujuy,spread,away -0.0,"1,814","12,04","67,7",MEDIUM,"7,4",1631929851,,,,,,,,,,,,,,,"1,709"
21/06/2026 14:38:17,Sweden - Superettan,Norrby vs Nordic United,spread,home 0.0,"1,925","12,75","71,7",HIGH,"2,4",1631929371,,,,,,,,,,,,,,,"1,806"
21/06/2026 14:38:17,Sweden - Superettan,Norrby vs Nordic United,spread,home 0.0,"1,925","12,75","71,7",HIGH,"2,4",1631929371,,,,,,,,,,,,,,,"1,806"
21/06/2026 14:38:20,Sweden - Superettan,Brage vs Varnamo,spread,away 0.5,"1,842","10,25","77,8",HIGH,"0,4",1631929197,,,,,,,,,,,,,,,"1,752"
21/06/2026 14:38:23,Sweden - Superettan,Brage vs Varnamo,spread,home -0.5,"1,867","10,35","78,6",HIGH,"0,4",1631929197,,,,,,,,,,,,,,,"1,775"
21/06/2026 14:38:24,Sweden - Superettan,Brage vs Varnamo,spread,away 0.5,"1,842","10,25","77,8",HIGH,"0,4",1631929197,,,,,,,,,,,,,,,"1,752"
21/06/2026 14:38:38,Iceland - Premier League,Fram Reykjavik vs Vikingur Reykjavik,spread,away -0.5,"1,949","12,3","79,5",HIGH,"7,6",1631762781,,,,,,,,,,,,,,,"1,833"
21/06/2026 14:43:17,Brazil - Serie B,Sao Bernardo vs Juventude,spread,away -0.0,"1,987","12,99","73,1",HIGH,"7,3",1631929349,,,,,,,,,,,,,,,"1,862"
21/06/2026 14:43:20,Brazil - Serie B,Sao Bernardo vs Juventude,spread,away -0.0,"1,987","12,99","73,1",HIGH,"7,3",1631929349,,,,,,,,,,,,,,,"1,862"
21/06/2026 14:43:23,Brazil - Serie B,Sao Bernardo vs Juventude,spread,away -0.0,"1,987","12,99","73,1",HIGH,"7,3",1631929349,,,,,,,,,,,,,,,"1,862"
21/06/2026 14:43:50,Argentina - Primera B Nacional,Guemes vs Gimnasia Jujuy,spread,home 0.0,"1,987","17,82",100,ELITE,"7,3",1631929851,,,,,,,,,,,,,,,"1,775"
21/06/2026 14:43:53,Argentina - Primera B Nacional,Guemes vs Gimnasia Jujuy,spread,home 0.0,"1,987","17,82",100,ELITE,"7,3",1631929851,,,,,,,,,,,,,,,"1,775"
21/06/2026 14:43:55,Argentina - Primera B Nacional,Central Norte Salta vs Godoy Cruz,spread,home 0.0,"1,909","16,26","91,5",ELITE,"6,8",1631929850,,,,,,,,,,,,,,,"1,725"
21/06/2026 14:43:57,Argentina - Primera B Nacional,Guemes vs Gimnasia Jujuy,spread,home 0.0,"1,987","17,82",100,ELITE,"7,3",1631929851,,,,,,,,,,,,,,,"1,775"
21/06/2026 14:43:58,Argentina - Primera B Nacional,Central Norte Salta vs Godoy Cruz,spread,home 0.0,"1,909","16,26","91,5",ELITE,"6,8",1631929850,,,,,,,,,,,,,,,"1,725"
